TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN
TID_CHARACTER_INFO_RIDER,"Having tamed the fierce leaping hog, the Hog Rider punishes those who hide behind their puny walls! Fueled by Dark Elixir, these warriors have never known defeat!","Ayant apprivoisé le féroce cochon bondissant, le chevaucheur de cochon châtie les lâches qui se terrent derrière leurs misérables murs ! Puisant leur énergie dans l'élixir noir, ces guerriers n'ont jamais connu la défaite !","Der Schweinereiter hat das wilde springende Schwein gezähmt und bestraft diejenigen, die sich hinter ihren kümmerlichen Mauern verkriechen! Diese von Dunklem Elixier genährten Krieger kennen keine Niederlage!","Tras domesticar al fiero cerdo saltarín, ¡el montapuercos castiga a los que se ocultan tras sus enclenques murallas! Impulsados por el Elixir Oscuro, estos guerreros no conocen la derrota.","Dopo aver ammaestrato il fiero suino volante, il Domatore di cinghiali punisce coloro che osano nascondersi dietro gracili mura! Alimentati dall'Elisir nero, questi guerrieri non conoscono sconfitta!","Na het woeste springende varken te hebben getemd, straft de varkensruiter iedereen die zich achter hun zielige muren verschuilen! Deze krijgers lopen op duister elixir en zijn nog nooit verslagen!","Villsvinrytteren har temmet det voldsomme villsvinet, og han straffer dem som gjemmer seg bak ynkelige murer! Disse krigerne bruker mørk eliksir som drivstoff og har aldri kjent smaken av nederlag!","Tendo domado o feroz porco saltador, o Corredor castiga aqueles que se escondem por trás de seus muros indefesos. Fortalecidos pelo Elixir Negro, estes guerreiros nunca conheceram a derrota!","Vahşi, kaçıp duran yaban domuzunu evcilleştiren Yaban Domuzu Binicisi, zayıf duvarları arkasında saklananları cezalandırıyor! Kara İksir'le güçlenmiş bu savaşçılar, yenilgi nedir bilmiyorlar!",凶暴なハネブタを手なずけたホグライダーは弱々しい壁の奥に隠れる者に\n天罰を下してまわります。ダークエリクサーから活力を得るこの戦士たちは\n負けることを知らないとされています。,驯服了狂暴的跳跳猪后，野猪骑士可以直接攻击那些躲在城墙后面的鼠辈了！有暗黑重油的滋养，这些勇士战无不胜！
TID_CHARACTER_INFO_VALKYRIE,"A master of the two-handed axe and granted terrible power by Dark Elixir, this glorious warrior crushes enemy troops and buildings with her whirlwind blow!","Experte dans le maniement de la hache à deux mains et dotée par l'élixir noire d'une effroyable puissance, cette terrible guerrière pulvérise les troupes et bâtiments ennemis avec son attaque en rotation !",Diese ruhmreiche Kriegerin ist eine Meisterin der zweihändigen Axt und erlangt durch Dunkles Elixier eine schreckliche Macht. Sie vernichtet feindliche Truppen und Gebäude mit ihrem Wirbelsturm!,"Una auténtica maestra del hacha de dos manos y con el terrible poder del Elixir Oscuro, esta magnífica guerrera aplasta las tropas y los edificios enemigos con su golpe torbellino.","Maestra dell'ascia a due mani e custode di un potere terribile grazie all'Elisir nero, questa valorosa guerriera può distruggere truppe nemiche ed edifici grazie al suo colpo turbinante!",Deze fantastische krijger is geniaal met het tweehandige zwaard en verplettert vijandelijke troepen met haar razendsnelle aanval. Dankzij de kracht van duister elixir is ze bijna niet te stoppen!,"Hun er en mester med tohåndsøksen og har en grusom kraft fra Mørk eliksir, og denne skinnende krigermøyen moser fiendtlige soldater og bygninger med et virvelvindslag!","Mestre do machado de duas mãos e com terríveis poderes do Elixir Negro, esta gloriosa guerreira esmaga tropas e construções inimigas com seu ataque redemoinho!","Kara İksir sayesinde müthiş bir güce kavuşmuş bir iki kollu balta ustası olarak, bu muhteşem savaşçı, hortum darbesiyle düşman askerleri ve binalarını yerle bir ediyor.",両手用のオノの達人であり、ダークエリクサーから\n恐ろしいほどの力を得たこの偉大なる戦士は、\nつむじ風のごとく敵兵や建物をなぎ払います。,瓦基丽武神手持巨斧，像一阵旋风般杀入敌营。借助暗黑重油的震慑人心的威力，这位女武神施展狂暴旋风把敌军一网打尽！
TID_CHARACTER_INFO_GOLEM,"The mighty Golem loves to soak up damage! When destroyed, it explodes and splits in two. The resulting Golemites have one-fifth the Golem's strength and hitpoints.","Le puissant golem absorbe les dégâts ! Une fois détruit, il explose en deux golemites, disposant chacun d'un cinquième de sa force et de ses points de vie.","Der mächtige Golem saugt Schaden einfach auf! Wenn er zerstört wird, explodiert er und teilt sich entzwei. Die entstehenden Mini-Golems besitzen ein Fünftel der ursprünglichen Stärke und Trefferpunkte.","¡Al temible gólem le encanta absorber daños! Si lo destruyes, explota y se divide en dos golemitas que tienen un quinto de la fuerza y de la vida del gólem original.","Il potente Golem ama assorbire danni! Quando viene distrutto, esplode e si divide in due. I piccoli Golem che si creano hanno la metà della forza e dei punti ferita del Golem.","De machtige golem is dol op schade! Als hij wordt vernietigd, ontploft hij in twee delen. De golems die daar uit voortkomen, hebben 1/5 kracht van de normale kracht en levenspunten van de golem.","Den mektige Golem elsker å suge opp skade! Når den ødelegges, eksploderer den og splittes i to. Golemittene som oppstår, har en femdel av Golems styrke og treffpunkter.","O poderoso Golem adora absorver dano! Quando destruído, ele explode e divide-se em dois. Os golens restantes têm um quinto da força e dos pontos de vida do original.","Yüce Golem, darbeleri savuşturmaya bayılıyor! Yenildiği zaman patlıyor ve ikiye bölünüyor. Ortaya çıkan Golemitelar, Golem'in beşte biri gücü ve hasar puanına sahip oluyor.",耐久性の高い攻撃型ユニットです。破壊されると爆発して2体の小型ゴーレムに分裂します。\n小型ゴーレムは元のゴーレムの20%の攻撃力とヒットポイントになります。,戈仑石人乐于吸收伤害。被摧毁的时候，他们会裂产生两个小戈仑石人。这两个小石人将拥有1/5的攻击力。
TID_BUTTON_CLAN_MAIL_SEND,Send mail,Envoyer,Nachricht senden,Enviar email,Invia email,Stuur bericht,Send post,Enviar missiva,E-posta gönder,メール送信,发送邮件
TID_BUTTON_CLAN_MAIL_NEXT,Next mail in:,Prochain :,Nächste Mitteilung in:,Próximo email en:,E-mail in arrivo:,Volgend bericht over:,Neste post om:,Próxima mensagem:,Sıradaki e-postaya kalan süre:,次のメールまで,下一邮件：
TID_SPECIAL_PACK_BUILDER,Starter Pack,Pack démarrage,Starterpaket,Pack del novato,Pacco principianti,Starterpakket,Startpakke,Pacote inicial,Başlangıç Paketi,スターターパック,初学者礼包
TID_BUILDING_TEXT_REQUEST,Request,Demander,Anfordern,Pedir,Richiesta,Verzoek,Forespørsel,Solicitar,İstek,リクエスト,请求增援
TID_ALLIANCE_DEFAULT_MAIL_MESSAGE,Attention clanmates:,À tous les membres :,Clan-Kameraden aufgepasst:,"Atención, compañeros:","Attenzione, membri del clan:",Aandacht clangenoten:,Til alle klanmedlemmer:,Atenção membros do clã:,Klan arkadaşlarının dikkatine:,クランの皆さんに連絡です。,部落成员请注意：
TID_ALLIANCE_MAIL_FAIL_COOLDOWN,You need to wait before sending mail again,Attendez avant d'envoyer un autre message,Du musst bis zum Versenden einer weiteren Mitteilung warten.,Debes esperar antes de enviar otro email,Attendi per poter inviare di nuovo una e-mail,Je moet even wachten voor je opnieuw een bericht kan versturen,Du må vente før du sender post igjen,Aguarde antes de enviar uma mensagem de novo,Tekrar e-posta göndermeden önce beklemen gerek,メールをもう一度送るにはしばらくお待ちください,请稍后再发送一次邮件
TID_ATTACK_PERCENTAGE,Attacks Won:,Att. réussies :,Gewonnene Angriffe:,Victorias ataq.:,Attacchi vinti:,Aanvallen gewonnen:,Angrep vunnet:,Ataques ganhos:,Kazanılan Saldırılar:,攻撃：,攻击取胜：
TID_DEFENCE_PERCENTAGE,Defenses Won:,Déf. réussies :,Gewonnene Verteidigungen:,Victorias defen.:,Difese vinte:,Verdedigingen gewonnen:,Forsvarsverker vunnet:,Defesas ganhas:,Kazanılan Savunmalar:,防御：,防守获胜：
TID_LEAGUE_LEADERBOARDS,My League,Ma ligue,Meine Liga,Mi liga,La mia lega,Mijn selectie,Min liga,Minha Liga,Benim Ligim,リーグ,我的联赛
TID_BUTTON_ROTATE_MORE,Rotate row,Pivoter,Reihe drehen,Rotar hilera,Ruota fila,Rij draaien,Roter rad,Girar fila,Sırayı döndür,列ごとまわす,旋转
TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE,<item> upgraded to level <level>,<item> passe au niveau <level>,<item> auf Stufe <level> verbessert,<item> mejorado al nivel <level>,<item>: eseguito miglioramento al livello <level>,<item> verbeterd naar level <level>,<item> oppgradert til nivå <level>,<item> atualização ao nível <level>,<item> yükseltilen seviye <level>,<item>をレベル<level>にアップグレードしました,<item>已升级至<level>级
TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE,You've been placed in a League!,Vous êtes classé dans une ligue !,Du wurdest in einer Liga platziert!,¡Te has unido a una liga!,Sei stato inserito in una lega!,Je bent in een Divisie geplaatst!,Du har blitt plassert i en liga!,Você está participando de uma liga!,Bir Lig'e yerleştirildin!,リーグ入りしました！,您已进入联赛！
TID_PROMOTE_POPUP_TITLE,You've been promoted!,Vous avez été promu !,Du wurdest befördert!,¡Te han ascendido!,Sei stato promosso!,Je bent gepromoveerd!,Du er blitt forfremmet!,Você foi promovido!,Terfi ettin!,昇格しました,恭喜您，您升级到更高一级联赛了！
TID_DEMOTE_POPUP_TITLE,Oh no! You've been demoted!,Nooon ! Vous avez été relégué !,Oh nein! Du wurdest herabgestuft!,"¡Oh, no! ¡Te han degradado!","Oh, no! Sei stato declassato!",O nee! Je bent gedegradeerd!,Å nei! Du har rykket ned!,"Ah, não! Você foi rebaixado!",Eyvah! Rütben düşürüldü!,降格しました,很遗憾，您降到更低级别的联赛了！
TID_LEAGUE_CHANGE_TEXT,League level: <league>,Niveau ligue : <league>,Ligastufe: <league>,Nivel de la liga: <league>,Livello lega: <league>,Divisielevel: <league>,Liganivå: <league>,Nível da liga: <league>,Lig seviyesi: <league>,所属リーグが「<league>」になりました,联赛等级：<league>
TID_LEAGUE_DROP_OUT_OF_LEAGUE,You're no longer in a League.,Vous quittez la ligue.,Du bist nicht länger in einer Liga.,Ya no participas en una liga.,Non fai più parte di una lega.,Je zit niet meer in een Divisie.,Du er ikke lenger i en liga.,Você não está mais em uma liga!,Artık bir Lig'e dahil değilsin.,リーグへの所属が解除されました,您不再属于联赛了！
TID_LEAGUE_BRONZE1,Bronze League I,Ligue de Bronze I,Bronze-Liga I,Liga de Bronce I,Lega Bronzo I,Bronzen Divisie I,Bronseliga I,Liga Bronze I,Bronz Lig I,ブロンズリーグI,一级铜杯联赛
TID_LEAGUE_BRONZE2,Bronze League II,Ligue de Bronze II,Bronze-Liga II,Liga de Bronce II,Lega Bronzo II,Bronzen Divisie II,Bronseliga II,Liga Bronze II,Bronz Lig II,ブロンズリーグII,二级铜杯联赛
TID_LEAGUE_BRONZE3,Bronze League III,Ligue de Bronze III,Bronze-Liga III,Liga de Bronce III,Lega Bronzo III,Bronzen Divisie III,Bronseliga III,Liga Bronze III,Bronz Lig III,ブロンズリーグIII,三级铜杯联赛
TID_LEAGUE_CRYSTAL1,Crystal League I,Ligue de Cristal I,Kristall-Liga I,Liga de Cristal I,Lega Cristallo I,Kristallen Divisie I,Krystalliga I,Liga Cristal I,Kristal Lig I,クリスタルリーグI,一级水晶杯联赛
TID_LEAGUE_CRYSTAL2,Crystal League II,Ligue de Cristal II,Kristall-Liga II,Liga de Cristal II,Lega Cristallo II,Kristallen Divisie II,Krystalliga II,Liga Cristal II,Kristal Lig II,クリスタルリーグII,二级水晶杯联赛
TID_LEAGUE_CRYSTAL3,Crystal League III,Ligue de Cristal III,Kristall-Liga III,Liga de Cristal III,Lega Cristallo III,Kristallen Divisie III,Krystalliga III,Liga Cristal III,Kristal Lig III,クリスタルリーグIII,三级水晶杯联赛
TID_LEAGUE_GOLD1,Gold League I,Ligue d'Or I,Gold-Liga I,Liga de Oro I,Lega Oro I,Goud Divisie I,Gulliga I,Liga Ouro I,Altın Lig I,ゴールドリーグI,一级金杯联赛
TID_LEAGUE_GOLD2,Gold League II,Ligue d'Or II,Gold-Liga II,Liga de Oro II,Lega Oro II,Goud Divisie II,Gulliga II,Liga Ouro II,Altın Lig II,ゴールドリーグII,二级金杯联赛
TID_LEAGUE_GOLD3,Gold League III,Ligue d'Or III,Gold-Liga III,Liga de Oro III,Lega Oro III,Goud Divisie III,Gulliga III,Liga Ouro III,Altın Lig III,ゴールドリーグIII,三级金杯联赛
TID_LEAGUE_MASTER1,Master League I,Ligue Master I,Meister-Liga I,Liga Maestra I,Lega Master I,Meestersdivisie I,Mesterliga I,Liga Master I,Usta Lig I,マスターリーグI,一级大师联赛
TID_LEAGUE_MASTER2,Master League II,Ligue Master II,Meister-Liga II,Liga Maestra II,Lega Master II,Meestersdivisie II,Mesterliga II,Liga Master II,Usta Lig II,マスターリーグII,二级大师联赛
TID_LEAGUE_MASTER3,Master League III,Ligue Master III,Meister-Liga III,Liga Maestra III,Lega Master III,Meestersdivisie III,Mesterliga III,Liga Master III,Usta Lig III,マスターリーグIII,三级大师联赛
TID_LEAGUE_SILVER1,Silver League I,Ligue d'Argent I,Silber-Liga I,Liga de Plata I,Lega Argento I,Zilveren Divisie I,Sølvliga I,Liga Prata I,Gümüş Lig I,シルバーリーグI,一级银杯联赛
TID_LEAGUE_SILVER2,Silver League II,Ligue d'Argent II,Silber-Liga II,Liga de Plata II,Lega Argento II,Zilveren Divisie II,Sølvliga II,Liga Prata II,Gümüş Lig II,シルバーリーグII,二级银杯联赛
TID_LEAGUE_SILVER3,Silver League III,Ligue d'Argent III,Silber-Liga III,Liga de Plata III,Lega Argento III,Zilveren Divisie III,Sølvliga III,Liga Prata III,Gümüş Lig III,シルバーリーグIII,三级银杯联赛
TID_LEAGUE_CHAMPION,Champion League,Ligue Champion,Champion-Liga,Liga de Campeones,Lega Campioni,Kampioensdivisie,Stormesterliga,Liga de Campeões,Şampiyon Ligi,チャンピオンリーグ,冠军联赛
